Service Level 1,Service Level 2,Service Level 3,Service Level 4,Service Level 5
Developer Tools,API Management,,API Management,Consumption
Developer Tools,API Management,,API Management,Developer
Developer Tools,API Management,,API Management,Gateway
Developer Tools,API Management,,API Management,Isolated
Developer Tools,API Management,,API Management,Premium
Developer Tools,API Management,,API Management,Secondary
Developer Tools,API Management,,API Management,Standard
Developer Tools,App Center,,App Center,Build
Developer Tools,App Center,,App Center,Premium Test Cloud
Developer Tools,App Center,,App Center,Push Notifications
Developer Tools,App Center,,App Center,Standard Test Cloud
Developer Tools,App Configuration,,App Configuration,Free
Developer Tools,App Configuration,,App Configuration,Standard
Developer Tools,Azure DevOps,,Azure Artifacts,Standard
Developer Tools,Azure DevOps,,Azure Pipelines,Microsoft-hosted CI/CD
Developer Tools,Azure DevOps,,Azure Pipelines,Self-hosted CI/CD
Developer Tools,Azure DevOps,,Azure Repos and Boards,Advanced
Developer Tools,Azure DevOps,,Azure Repos and Boards (Basic),Basic
Developer Tools,Azure DevOps,,Azure Test Plans,Standard
Developer Tools,Azure DevOps,,Cloud-Based Load Testing,Standard
Developer Tools,Azure Fluid Relay,,Azure Fluid Relay,Standard
Developer Tools,Azure Grafana Service,,Azure Managed Grafana,Essential
Developer Tools,Azure Grafana Service,,Azure Managed Grafana,Standard
Developer Tools,Azure Lab Services,,Azure Lab Services,Standard
Developer Tools,Azure Load Testing,,Azure Load Testing,Standard
Developer Tools,GitHub,,GitHub Actions,Linux
Developer Tools,GitHub,,GitHub Actions,macOS
Developer Tools,GitHub,,GitHub Actions,Windows
Developer Tools,GitHub,,GitHub Codespaces - Linux,Development Optimized D16
Developer Tools,GitHub,,GitHub Codespaces - Linux,Development Optimized D2
Developer Tools,GitHub,,GitHub Codespaces - Linux,Development Optimized D32
Developer Tools,GitHub,,GitHub Codespaces - Linux,Development Optimized D4
Developer Tools,GitHub,,GitHub Codespaces - Linux,Development Optimized D8
Developer Tools,GitHub,,GitHub Packages,Standard
Developer Tools,GitHub,,GitHub Storage,Codespaces
Developer Tools,GitHub,,GitHub Storage,Packages
Developer Tools,GitHub AE,,GHEM - GCC,Standard
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B16
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B2
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B32
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B4
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B64
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,Build Optimized B8
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,GPU Powered G24
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Linux,GPU Powered G6
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B16
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B2
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B32
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B4
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B64
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,Build Optimized B8
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,GPU Powered G24
Developer Tools,GitHub AE,,GitHub Actions for GHAE - Windows,GPU Powered G6
Developer Tools,GitHub AE,,GitHub Advanced Security for GHAE,Free
Developer Tools,GitHub AE,,GitHub Advanced Security for GHAE,Standard
Developer Tools,GitHub AE,,GitHub AE,Standard
Developer Tools,GitHub AE,,GitHub AE - Commercial,Standard
Developer Tools,GitHub AE,,GitHub Bandwidth for GHAE,Actions
Developer Tools,GitHub AE,,GitHub Bandwidth for GHAE,LFS
Developer Tools,GitHub AE,,GitHub Bandwidth for GHAE,Packages
Developer Tools,GitHub AE,,GitHub Storage for GHAE,Actions
Developer Tools,GitHub AE,,GitHub Storage for GHAE,LFS
Developer Tools,GitHub AE,,GitHub Storage for GHAE,Packages
Developer Tools,HockeyApp,,HockeyApp,Business L
Developer Tools,HockeyApp,,HockeyApp,Business M
Developer Tools,HockeyApp,,HockeyApp,Business S
Developer Tools,HockeyApp,,HockeyApp,Business XL
Developer Tools,HockeyApp,,HockeyApp,Business XXL
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box 16-core-64gb
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box 2048gb
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box 32-core-128gb
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box 4-core-16GB
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box 8-core-32GB
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box Storage 1024GB
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box Storage 256GB
Developer Tools,Microsoft Dev Box,,Microsoft Dev Box,Dev Box Storage 512GB
Developer Tools,Test Base,,Test Base,Basic
Developer Tools,Test Base,,Test Base,Standard
Developer Tools,Test Base,,Test Base for Microsoft 365,Standard
Developer Tools,Test Base,,Test Base for Microsoft 365,Trial
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Linux,Basic
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Linux,GPU
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Linux,Premium
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Linux,Standard
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Linux,Storage
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Windows,GPU
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Windows,Premium
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Windows,Standard
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces - Windows,Storage
Developer Tools,Visual Studio Codespaces,,Visual Studio Codespaces Linux Environment,Standard
Developer Tools,Visual Studio Subscription,,Visual Studio Subscription,Enterprise Annual
Developer Tools,Visual Studio Subscription,,Visual Studio Subscription,Enterprise Monthly
Developer Tools,Visual Studio Subscription,,Visual Studio Subscription,Professional Annual
Developer Tools,Visual Studio Subscription,,Visual Studio Subscription,Professional Monthly
Developer Tools,Xamarin University,,Xamarin University,Online Training
Gaming,PlayFab,,Engagement and Retention,Content Management
Gaming,PlayFab,,Engagement and Retention,Playstream
Gaming,PlayFab,,Engagement and Retention,Profile
Gaming,PlayFab,,Engagement and Retention,Telemetry
Gaming,PlayFab,,PlayFab,Data Warehouse
Gaming,PlayFab,,PlayFab,Enterprise
Gaming,PlayFab,,PlayFab,Essentials
Gaming,PlayFab,,PlayFab,Multiplayer Server
Integration,BizTalk Services,,BizTalk Services,Basic
Integration,BizTalk Services,,BizTalk Services,Developer
Integration,BizTalk Services,,BizTalk Services,Premium
Integration,BizTalk Services,,BizTalk Services,Standard
Integration,Logic Apps,,Logic Apps,Consumption
Integration,Logic Apps,,Logic Apps,Standard
Integration,Logic Apps,,Logic Apps Integration Account,Basic
Integration,Logic Apps,,Logic Apps Integration Account,Premium
Integration,Logic Apps,,Logic Apps Integration Account,Standard
Integration,Logic Apps,,Logic Apps Integration Service Environment,Base
Integration,Logic Apps,,Logic Apps Integration Service Environment,Scale
Integration,Logic Apps,,Logic Apps Integration Service Environment - Developer,Base
Integration,Service Bus,,Service Bus,Basic
Integration,Service Bus,,Service Bus,Hybrid Connections
Integration,Service Bus,,Service Bus,Premium
Integration,Service Bus,,Service Bus,Standard
Integration,Service Bus,,Service Bus,WCF Relay
Internet of Things,Azure Maps,,Azure Maps,Azure Maps Creator
Internet of Things,Azure Maps,,Azure Maps,Geospatial Analytics
Internet of Things,Azure Maps,,Azure Maps,Location Insights
Internet of Things,Azure Maps,,Azure Maps,Maps
Internet of Things,Azure Maps,,Azure Maps,Standard
Internet of Things,Azure Maps,,Azure Maps,Standard S1
Internet of Things,Azure Percept,,Azure Percept,Percept
Internet of Things,CVP-101,,CVP-101,Siara
Internet of Things,Digital Twins,,Digital Twins,Standard
Internet of Things,Event Grid,,Event Grid,Standard
Internet of Things,Event Hubs,,Event Hubs,Basic
Internet of Things,Event Hubs,,Event Hubs,Dedicated
Internet of Things,Event Hubs,,Event Hubs,Premium
Internet of Things,Event Hubs,,Event Hubs,Standard
Internet of Things,IoT Central,,IoT Central,Standard
Internet of Things,IoT Central,,IoT Central,Trial
Internet of Things,IoT Hub,,Device Update for IoT Hub,Additional Updates
Internet of Things,IoT Hub,,Device Update for IoT Hub,Device Update for IoT Hub
Internet of Things,IoT Hub,,IoT Hub,B1
Internet of Things,IoT Hub,,IoT Hub,B2
Internet of Things,IoT Hub,,IoT Hub,B3
Internet of Things,IoT Hub,,IoT Hub,Free
Internet of Things,IoT Hub,,IoT Hub,S1
Internet of Things,IoT Hub,,IoT Hub,S2
Internet of Things,IoT Hub,,IoT Hub,S3
Internet of Things,IoT Hub,,IoT Hub Device Provisioning,S1
Internet of Things,Notification Hubs,,Notification Hubs,Basic
Internet of Things,Notification Hubs,,Notification Hubs,Free
Internet of Things,Notification Hubs,,Notification Hubs,Standard
Internet of Things,Time Series Insights,,Time Series Insights,Data Import
Internet of Things,Time Series Insights,,Time Series Insights,Data Processing
Internet of Things,Time Series Insights,,Time Series Insights,Pay as you go
Internet of Things,Time Series Insights,,Time Series Insights,S1
Internet of Things,Time Series Insights,,Time Series Insights,S2
Internet of Things,Time Series Insights,,Time Series Insights,Special Cluster
Internet of Things,Windows 10 IoT Core Services,,Windows 10 IoT Core Services,Standard
M365,Skype,,Telco Pay as You Go Test Product,Telco Pay as You Go Test Product Test Sku Title
Management and Governance,Application Insights,,Application Insights,Basic
Management and Governance,Application Insights,,Application Insights,Enterprise
Management and Governance,Application Insights,,Application Insights,Free
Management and Governance,Application Insights,,Application Insights,Premium
Management and Governance,Application Insights,,Application Insights,Standard
Management and Governance,Automation,,Automation,Standard
Management and Governance,Automation,,Configuration Management,Azure
Management and Governance,Automation,,Configuration Management,Non-Azure
Management and Governance,Automation,,Process Automation,Basic
Management and Governance,Automation,,Process Automation,Free
Management and Governance,Automation,,Update Management,Basic
Management and Governance,Azure Chaos Studio,,Azure Chaos Studio,Basic
Management and Governance,Azure Monitor,,Azure Monitor,100 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,1000 GB Capacity Reservation
Management and Governance,Azure Monitor,,Azure Monitor,1000 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,200 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,2000 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,300 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,400 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,500 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,5000 GB Commitment Tier
Management and Governance,Azure Monitor,,Azure Monitor,Alerts
Management and Governance,Azure Monitor,,Azure Monitor,API Calls
Management and Governance,Azure Monitor,,Azure Monitor,Asimov Event Forwarder
Management and Governance,Azure Monitor,,Azure Monitor,Basic Logs
Management and Governance,Azure Monitor,,Azure Monitor,Custom Metrics
Management and Governance,Azure Monitor,,Azure Monitor,Data Archive
Management and Governance,Azure Monitor,,Azure Monitor,Data Restore
Management and Governance,Azure Monitor,,Azure Monitor,EDP Core
Management and Governance,Azure Monitor,,Azure Monitor,Emails
Management and Governance,Azure Monitor,,Azure Monitor,Free Benefit - Az Sentinel Trial
Management and Governance,Azure Monitor,,Azure Monitor,Free Benefit - M365 Defender
Management and Governance,Azure Monitor,,Azure Monitor,Health Criteria
Management and Governance,Azure Monitor,,Azure Monitor,Log Analytics data export
Management and Governance,Azure Monitor,,Azure Monitor,Notifications
Management and Governance,Azure Monitor,,Azure Monitor,OneDsCollector
Management and Governance,Azure Monitor,,Azure Monitor,Platform Logs
Management and Governance,Azure Monitor,,Azure Monitor,Search Jobs
Management and Governance,Azure Monitor,,Azure Monitor,Search Queries
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 1
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 20
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 234
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 254
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 27
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 30
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 31
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 32
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 33
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 34
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 351
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 352
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 353
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 358
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 370
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 371
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 372
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 381
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 385
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 39
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 40
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 41
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 420
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 421
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 43
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 44
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 45
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 46
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 47
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 48
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 49
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 52
Management and Governance,Azure Monitor,,Azure Monitor,SMS Country Code 54
